Date,AAPL,MSFT,ASML.AS,^GSPC,EURUSD,^IRX,Portfolio_PnL,Loss
2016-09-15,8358.373229190665,4098.752166494981,3365.072668911305,2011.703289887978,509.96907104207594,9.250000119209304,18353.120425646215,-18353.120425646215
2016-09-16,-1410.1113470721432,262.21876887207424,-1554.5803008408554,-755.8855591144201,-24.73935833139445,1.2499988079071045,-3481.847797678832,3481.847797678832
2016-09-19,-2932.1654906248923,-1401.2819648816117,3659.094324463534,-3.720646764937207,-1561.5550115984931,8.749999105930321,-2230.8787903004704,2230.8787903004704
2016-09-20,-22.064829709403316,-527.4958577110851,2381.370130730255,59.81869684683554,397.62140460348576,-12.499995529651649,2276.749549230436,-2276.749549230436
2016-09-21,-44.02552069266846,4145.981835126285,2205.7491793119502,2171.6000667271906,-477.9545649687684,16.249995678663275,8017.600991182653,-8017.600991182653
2016-09-22,2344.7261275064134,259.558361379467,5184.2635821295635,1295.7503835284244,701.6903814356189,15.75000211596487,9801.738838095453,-9801.738838095453
2016-09-23,-4201.000273947577,-1691.9385029110344,-123.34308538489394,-1150.6585919437553,302.4486889947174,-1.2500025331973958,-6865.741767725741,6865.741767725741
2016-09-26,376.75503029974,-2317.8519938243135,-886.2809449661006,-1724.9700235832092,518.5884584282136,-1.9999966025352478,-4035.759470248205,4035.759470248205
2016-09-27,464.7127746434098,4571.259557654108,968.5295600679359,1284.699033059623,188.8978606249063,-20.500000566244132,7457.5987854837385,-7457.5987854837385
2016-09-28,1893.9201155658589,344.8781056154387,-20.61046889225826,1056.5153207284916,-539.2623806153506,-2.0000040531158447,2733.4406883490647,-2733.4406883490647
2016-09-29,-3913.7646960291613,-2728.9217763468896,-1340.7841814963551,-1873.0255460162396,96.51658291929331,7.000003010034575,-9752.979613959316,9752.979613959316
2016-09-30,1931.4119698654576,869.4969237152261,2181.9574501635734,1587.27851760554,-96.51658291930293,-6.249997764825821,6467.378280665669,-6467.378280665669
2016-10-03,-1174.7873424622378,-782.4669068153868,-676.6747668605466,-653.2046363054244,269.44156437111013,-6.999999284744276,-3024.69208735723,3024.69208735723
2016-10-04,1064.1657326680706,-784.8675538706054,1167.4933770711311,-993.5763572724004,-433.1779778886893,-6.7500025033950815,13.287218204111525,-13.287218204111525
2016-10-05,110.62160979410996,1740.9272145099806,-1105.9077313891535,857.4972462393988,6.720465124873155,0.5000010132789751,1610.358805292488,-1610.358805292488
2016-10-06,1850.711813797448,433.42747477087084,-1297.9879967189888,96.2887705209005,-44.835729244262055,0.7499977946281294,1038.3543309205968,-1038.3543309205968
2016-10-07,372.8544035418081,259.51859265824044,-3650.315462287851,-651.7574883228409,-1139.9814010101318,-0.0,-4809.681355420775,4809.681355420775
